,highly_variable
HIST2H2AC,False
HIST2H2AB,False
BOLA1,False
SV2A,False
SF3B4,False
MTMR11,False
OTUD7B,True
VPS45,False
PLEKHO1,False
ANP32E,False
RP4-790G17.7,False
CA14,False
APH1A,False
C1orf54,False
C1orf51,False
MRPS21,False
PRPF3,False
RPRD2,False
TARS2,False
ECM1,False
LINC00568,False
RP11-54A4.2,False
ADAMTSL4,False
ADAMTSL4-AS1,False
MCL1,False
ENSA,False
GOLPH3L,False
HORMAD1,False
CTSS,True
CTSK,False
ARNT,False
SETDB1,False
CERS2,False
RP11-316M1.12,False
RP11-316M1.3,False
ANXA9,False
FAM63A,False
PRUNE,False
BNIPL,False
C1orf56,True
CDC42SE1,True
MLLT11,False
GABPB2,False
SEMA6C,False
TNFAIP8L2,False
SCNM1,False
LYSMD1,False
TMOD4,False
VPS72,False
PIP5K1A,False
PSMD4,False
RP11-126K1.2,False
ZNF687,False
PI4KB,False
RP11-126K1.9,False
RFX5,False
RP11-126K1.8,False
RP11-126K1.6,False
SELENBP1,False
PSMB4,False
POGZ,False
CGN,False
TUFT1,False
RP11-404E16.1,False
SNX27,False
RP11-98D18.1,False
CELF3,False
RIIAD1,False
RP11-98D18.15,False
MRPL9,False
OAZ3,False
RP11-98D18.3,False
RP11-98D18.16,False
TDRKH,False
RP11-98D18.9,False
RP11-98D18.17,False
LINGO4,False
RORC,False
C2CD4D,False
AL450992.2,False
THEM5,False
THEM4,False
S100A10,False
NBPF18P,False
S100A11,True
TCHH,False
RPTN,False
FLG-AS1,False
RP11-107M16.2,False
HRNR,False
FLG2,False
RP1-91G5.3,False
LCE5A,False
CRCT1,False
IVL,False
RP1-13P20.6,False
LOR,False
PGLYRP4,False
S100A9,True
S100A12,True
S100A8,True
S100A7,False
BX470102.3,False
S100A6,True
S100A5,False
S100A4,True
S100A3,False
S100A2,False
S100A16,False
S100A14,False
S100A13,False
S100A1,False
RP1-178F15.4,False
CHTOP,False
SNAPIN,False
ILF2,False
NPR1,False
INTS3,False
RP11-216N14.9,False
SLC27A3,False
GATAD2B,False
DENND4B,False
CRTC2,False
SLC39A1,False
RP11-422P24.10,False
CREB3L4,False
JTB,False
RP11-422P24.11,False
RAB13,False
RPS27,False
NUP210L,False
TPM3,False
C1orf189,False
C1orf43,False
UBAP2L,False
HAX1,False
AQP10,False
ATP8B2,False
RP11-350G8.5,False
IL6R,False
SHE,False
RP11-350G8.9,False
TDRD10,False
UBE2Q1,False
CHRNB2,False
RP11-61L14.6,False
ADAR,False
KCNN3,False
PMVK,False
RP11-307C12.13,False
PBXIP1,False
PYGO2,False
RP11-307C12.12,False
SHC1,False
CKS1B,False
FLAD1,False
LENEP,False
ZBTB7B,False
DCST2,False
DCST1,False
RP11-307C12.11,False
ADAM15,False
EFNA4,False
EFNA3,False
EFNA1,False
SLC50A1,False
DPM3,False
KRTCAP2,False
TRIM46,False
MUC1,False
THBS3,False
RP11-263K19.4,False
MTX1,False
RP11-263K19.6,False
GBA,False
FAM189B,False
SCAMP3,False
CLK2,False
HCN3,False
PKLR,False
FDPS,False
RUSC1-AS1,False
RUSC1,False
ASH1L,False
RP11-29H23.4,False
MSTO1,False
YY1AP1,False
DAP3,False
GON4L,False
SYT11,False
RIT1,False
KIAA0907,False
RXFP4,False
ARHGEF2,False
RP11-336K24.12,False
RP11-336K24.5,False
SSR2,False
UBQLN4,False
LAMTOR2,False
RAB25,False
MEX3A,False
LMNA,True
SEMA4A,False
SLC25A44,False
PMF1-BGLAP,False
PMF1,False
BGLAP,False
PAQR6,False
SMG5,False
TMEM79,False
C1orf85,False
VHLL,False
CCT3,False
TSACC,False
RHBG,False
RP11-139I14.2,False
C1orf61,True
RP11-98G7.1,False
MEF2D,False
RP11-284F21.8,False
IQGAP3,False
TTC24,False
APOA1BP,False
GPATCH4,False
RP11-284F21.11,False
HAPLN2,False
RP11-284F21.9,False
BCAN,False
RP11-284F21.10,False
RP11-284F21.7,False
NES,False
RP11-66D17.3,False
CRABP2,False
RP11-66D17.5,False
ISG20L2,False
RRNAD1,False
MRPL24,False
HDGF,False
PRCC,False
SH2D2A,True
NTRK1,False
INSRR,False
PEAR1,False
LRRC71,False
ARHGEF11,False
ETV3L,False
ETV3,False
RP11-71G12.1,False
FCRL5,True
FCRL4,False
FCRL3,True
RP11-367J7.3,False
FCRL2,True
FCRL1,True
CD5L,False
KIRREL,False
RP11-404O13.1,False
CD1D,False
RP11-404O13.5,False
CD1A,False
CD1C,True
CD1B,False
CD1E,False
OR10K2,False
SPTA1,False
MNDA,True
PYHIN1,True
IFI16,False
AIM2,False
CADM3,False
CTA-134P22.2,False
DARC,False
FCER1A,True
DUSP23,False
FCRL6,True
SLAMF8,False
C1orf204,False
VSIG8,False
RP11-190A12.8,False
CCDC19,False
AL590560.1,False
TAGLN2,False
IGSF9,False
SLAMF9,False
LINC01133,False
PIGM,False
KCNJ10,False
KCNJ9,False
IGSF8,False
ATP1A2,False
ATP1A4,False
CASQ1,False
RP11-536C5.7,False
PEA15,False
DCAF8,False
DCAF8-1,False
RP11-574F21.2,False
PEX19,False
COPA,False
NCSTN,False
NHLH1,False
VANGL2,False
SLAMF6,False
RP11-528G1.2,False
CD84,True
SLAMF1,False
RP11-404F10.2,False
CD48,False
SLAMF7,True
LY9,False
CD244,True
ITLN1,False
RP11-312J18.6,False
RP11-544M22.1,False
ITLN2,False
F11R,False
RP11-544M22.13,False
TSTD1,False
USF1,False
ARHGAP30,False
AL591806.1,False
PVRL4,False
KLHDC9,False
PFDN2,False
NIT1,False
DEDD,False
UFC1,False
RP11-297K8.2,False
USP21,False
PPOX,False
B4GALT3,False
ADAMTS4,False
NDUFS2,False
FCER1G,True
AL590714.1,False
APOA2,False
TOMM40L,False
NR1I3,False
PCP4L1,False
MPZ,False
SDHC,False
C1orf192,False
RP11-122G18.5,False
RP11-122G18.8,False
FCGR2A,False
HSPA6,False
FCGR3A,True
FCGR2B,False
FCGR3B,False
RP11-25K21.1,False
FCRLA,True
FCRLB,False
DUSP12,False
RP11-474I16.8,False
ATF6,False
OLFML2B,False
NOS1AP,False
RP11-565P22.2,False
C1orf226,False
C1orf111,False
SH2D1B,True
UHMK1,False
RP11-359K18.3,False
UAP1,False
DDR2,False
HSD17B7,False
C1orf110,False
RGS4,False
RGS5,False
RP11-267N12.1,False
RP11-267N12.3,False
NUF2,False
PBX1,False
RP11-506O24.1,False
RXRG,False
RP11-306I1.2,False
MGST3,False
ALDH9A1,False
RP11-466F5.10,False
TMCO1,False
RP11-466F5.8,False
UCK2,False
RP11-525G13.2,False
FAM78B,False
RP11-375H19.2,False
RP11-276E17.2,False
POGK,False
TADA1,False
RP4-782G3.1,False
ILDR2,False
MAEL,False
GPA33,False
RP11-277B15.2,False
RP11-277B15.3,False
POU2F1,False
CD247,True
RP11-104L21.3,True
CREG1,False
RP3-455J7.4,False
RCSD1,False
MPZL1,False
ADCY10,False
RP1-313L4.3,False
MPC2,False
DCAF6,False
GPR161,False
TIPRL,False
SFT2D2,False
TBX19,False
RP5-968D22.1,False
RP5-968D22.3,False
XCL2,True
XCL1,True
LINC00970,False
ATP1B1,False
NME7,False
BLZF1,False
CCDC181,False
RP1-206D15.3,False
SLC19A2,False
F5,False
SELP,False
C1orf112,False
SELL,False
METTL18,False
SCYL3,False
KIFAP3,False
RP11-576I22.2,False
GORAB,False
RP1-79C4.4,False
MROH9,False
FMO3,False
RP1-127D3.4,False
RP1-45C12.1,False
FMO1,False
FMO4,False
PRRC2C,False
MYOC,False
VAMP4,False
METTL13,False
DNM3,False
DNM3OS,False
PIGC,False
C1orf105,False
SUCO,False
FASLG,True
RP1-15D23.2,False
RP3-471M13.2,False
TNFSF18,False
RP3-395P12.2,False
TNFSF4,False
RP11-296O14.3,False
PRDX6,False
SLC9C2,False
ANKRD45,False
KLHL20,False
CENPL,False
DARS2,False
GAS5-AS1,False
ZBTB37,True
SERPINC1,False
RC3H1,False
RP11-160H22.3,False
RP11-160H22.5,False
RABGAP1L,False
GPR52,False
RP1-102G20.5,False
CACYBP,False
MRPS14,False
TNN,False
KIAA0040,False
RP5-1114G22.2,False
RP3-518E13.2,False
TNR,False
RP11-318C24.2,False
RFWD2,False
RP11-492I21.1,False
RP11-195C7.1,False
PAPPA2,False
SEC16B,False
RASAL2-AS1,False
RASAL2,False
TEX35,False
C1orf220,False
RP5-1098D14.1,False
RP11-428K3.1,False
RALGPS2,True
ANGPTL1,False
FAM20B,False
TOR3A,False
ABL2,False
SOAT1,False
AXDND1,False
RP11-545A16.1,False
TDRD5,False
FAM163A,False
RP11-12M5.4,False
TOR1AIP2,True
RP11-533E19.7,False
TOR1AIP1,False
RP11-533E19.5,False
CEP350,False
QSOX1,False
LHX4,False
RP5-1180C10.2,False
ACBD6,False
XPR1,False
KIAA1614,False
RP11-46A10.5,False
RP11-46A10.4,False
AL162431.1,False
STX6,False
MR1,False
IER5,False
RP11-309G3.3,False
RP11-540K16.1,False
CACNA1E,False
ZNF648,False
RP11-538D16.2,False
RP11-538D16.3,False
GLUL,False
TEDDM1,False
LINC00272,False
RGSL1,False
RNASEL,False
RGS16,True
RP11-317P15.4,False
NPL,False
DHX9,False
SHCBP1L,False
LAMC1,False
LAMC2,False
NMNAT2,False
SMG7,False
NCF2,True
RP1-127C7.6,False
ARPC5,False
RGL1,False
APOBEC4,False
COLGALT2,True
TSEN15,False
RP11-382D12.2,False
C1orf21,True
EDEM3,False
FAM129A,False
RNF2,False
TRMT1L,False
SWT1,False
IVNS1ABP,True
GS1-279B7.2,False
GS1-279B7.1,False
GS1-204I12.1,False
GS1-204I12.4,False
HMCN1,False
GS1-174L6.4,False
PRG4,False
TPR,False
C1orf27,False
OCLM,False
RP11-295K2.3,False
GS1-304P7.3,False
PTGS2,False
RP5-973M2.2,False
PLA2G4A,False
LINC01036,False
LINC01037,False
RP11-445P19.3,False
RP11-463J7.2,False
RP11-541F9.2,False
RGS18,True
RP5-1011O1.2,False
RP5-1011O1.3,False
RGS1,True
RGS13,False
RGS2,True
LINC01032,False
UCHL5,False
TROVE2,False
RP11-101E13.5,False
GLRX2,False
CDC73,False
B3GALT2,False
LINC01031,False
RP11-21J7.1,False
RP11-563D10.1,False
RP11-476B1.1,False
CFH,False
CFHR3,False
CFHR1,False
ASPM,False
ZBTB41,False
CRB1,False
DENND1B,False
RP11-448G4.4,False
C1orf53,False
LHX9,False
NEK7,False
ATP6V1G3,False
RP11-553K8.2,False
PTPRC,False
RP11-553K8.5,False
MIR181A1HG,False
RP11-16L9.2,False
RP11-16L9.3,False
NR5A2,False
RP11-532L16.3,False
LINC00862,False
ZNF281,False
RP11-469A15.2,False
KIF14,False
DDX59,False
RP11-92G12.3,False
CAMSAP2,False
GPR25,False
C1orf106,False
KIF21B,False
RP11-168O16.1,False
RP11-168O16.2,False
CACNA1S,False
ASCL5,False
TMEM9,False
IGFN1,False
TNNT2,False
LAD1,False
TNNI1,False
RP11-134G8.8,False
PHLDA3,False
CSRP1,False
RP11-134G8.7,False
RPS10P7,False
AC096677.1,False
NAV1,False
IPO9-AS1,False
RP11-90L20.2,False
IPO9,False
SHISA4,False
RP11-307B6.3,False
LMOD1,False
TIMM17A,False
RNPEP,False
RP11-465N4.5,False
RP11-465N4.4,False
ELF3,False
GPR37L1,False
ARL8A,False
PTPN7,True
LGR6,True
UBE2T,False
PPP1R12B,False
SYT2,False
RP11-569A11.1,False
KDM5B,False
RP11-480I12.10,False
PCAT6,False
RP11-480I12.4,False
RP11-480I12.7,False
RABIF,False
KLHL12,False
ADIPOR1,False
CYB5R1,False
TMEM183A,False
PPFIA4,False
ADORA1,False
MYBPH,False
CHI3L1,False
CHIT1,False
RP11-134P9.3,False
LINC01136,False
BTG2,False
FMOD,False
PRELP,False
ATP2B4,True
LAX1,False
ZC3H11A,False
ZBED6,False
SNRPE,False
LINC00303,False
SOX13,False
RP11-74C13.4,False
ETNK2,False
RP11-74C13.3,False
REN,False
KISS1,False
GOLT1A,False
PLEKHA6,False
PPP1R15B,False
PIK3C2B,False
MDM4,False
RP11-430C7.4,False
LRRN2,False
RP11-430C7.5,False
NFASC,False
CNTN2,False
TMEM81,False
RBBP5,True
DSTYK,False
TMCC2,False
NUAK2,False
KLHDC8A,False
LEMD1-AS1,False
LEMD1,False
RP11-576D8.4,False
CDK18,False
MFSD4,False
ELK4,False
SLC45A3,False
NUCKS1,False
AC119673.1,False
RAB7L1,True
SLC41A1,False
PM20D1,False
RP11-312O7.2,False
FAM72A,False
RP11-38J22.3,False
AVPR1B,False
C1orf186,False
RP11-38J22.6,False
CTSE,False
SRGAP2,False
SRGAP2-AS1,False
IKBKE,False
C1orf147,False
RP11-534L20.5,False
RASSF5,False
EIF2D,False
RP11-343H5.6,False
DYRK3,False
MAPKAPK2,False
IL10,False
IL19,False
IL20,False
IL24,False
FAIM3,False
PIGR,False
FCAMR,False
C1orf116,False
YOD1,False
PFKFB2,False
C4BPB,False
C4BPA,False
RP11-6J21.2,False
CD55,False
CR2,False
CR1,False
RP11-78B10.2,False
CR1L,False
CD46,False
RP11-328D5.1,False
CD34,False
PLXNA2,False
MIR205HG,False
RP1-272L16.1,False
CAMK1G,False
LAMB3,False
RP1-28O10.1,False
G0S2,True
HSD11B1,False
TRAF3IP3,False
C1orf74,False
IRF6,False
DIEXF,False
SYT14,False
SERTAD4-AS1,False
SERTAD4,False
HHAT,False
RCOR3,False
TRAF5,False
RP11-318L16.6,False
RD3,False
SLC30A1,False
NEK2,False
RP11-122M14.1,False
LPGAT1,False
RP11-552D8.1,False
INTS7,False
DTL,False
RP11-15I11.2,False
RP11-15I11.3,False
PPP2R5A,False
RP11-384C4.7,False
RP11-384C4.2,False
TMEM206,False
NENF,False
RP11-61J19.3,False
RP11-61J19.4,False
ATF3,False
RP11-338C15.5,False
FAM71A,False
RP11-338C15.3,False
BATF3,False
NSL1,False
TATDN3,False
C1orf227,False
FLVCR1-AS1,False
FLVCR1,False
VASH2,False
ANGEL2,False
RPS6KC1,False
PROX1-AS1,False
PROX1,False
SMYD2,False
PTPN14,True
CENPF,True
KCTD3,False
USH2A,False
ESRRG,False
GPATCH2,False
RP11-361K17.2,False
SPATA17,False
RP11-152L7.2,False
RRP15,False
RP11-224O19.2,False
TGFB2,False
C1orf143,False
RP11-135J2.4,False
LYPLAL1,False
SLC30A10,False
EPRS,False
BPNT1,False
IARS2,False
RAB3GAP2,False
MARK1,False
C1orf115,False
MARC2,False
MARC1,False
RNU6ATAC35P,False
RP11-295M18.6,False
RP11-295M18.2,False
HLA-AS1,False
HLX,False
RP11-421L10.1,False
DUSP10,False
RP11-191N8.2,False
RP11-815M8.1,False
RP11-400N13.2,False
RP11-400N13.3,False
RP11-400N13.1,False
RP11-358H9.1,False
HHIPL2,False
TAF1A,False
RP11-378J18.3,False
MIA3,False
RP11-378J18.8,False
AIDA,False
BROX,True
FAM177B,True
RP11-452F19.3,False
DISP1,False
TLR5,False
RP11-239E10.2,False
RP11-239E10.3,False
SUSD4,False
CAPN8,False
CAPN2,False
TP53BP2,False
RP11-504P24.8,False
RP11-504P24.4,False
RP11-504P24.6,False
FBXO28,False
DEGS1,False
RP11-365O16.6,False
NVL,False
CNIH4,False
WDR26,False
CNIH3,False
RP11-449J1.1,False
DNAH14,False
LBR,False
AC092811.1,False
ENAH,False
RP11-145A3.1,False
SRP9,False
EPHX1,False
RP11-285F7.2,False
TMEM63A,False
LEFTY1,False
RP4-559A3.7,False
PYCR2,False
LEFTY2,False
SDE2,False
RP11-396C23.4,False
H3F3A,False
RP11-396C23.2,False
ACBD3,False
RP11-275I14.4,False
MIXL1,False
LIN9,False
PARP1,False
C1orf95,False
ITPKB,False
ITPKB-AS1,False
PSEN2,False
ADCK3,False
CDC42BPA,False
RP5-1087E8.3,False
RP11-1B20.1,False
CTD-2090I13.1,False
ZNF678,False
SNAP47,False
JMJD4,False
PRSS38,False
WNT9A,False
WNT3A,False
ARF1,False
C1orf35,False
MRPL55,False
GUK1,False
GJC2,False
IBA57-AS1,False
IBA57,False
C1orf145,False
OBSCN,False
RP5-1139B12.2,False
RP5-1139B12.3,False
RP5-1139B12.4,False
RP11-245P10.6,False
TRIM11,False
RP11-245P10.8,False
RP11-245P10.4,False
TRIM17,False
HIST3H2A,False
HIST3H2BB,False
RNF187,False
RHOU,False
RP5-1065P14.2,False
TMEM78,False
RP5-1061H20.4,False
RAB4A,False
RP4-803J11.2,False
CCSAP,False
ACTA1,False
RP5-1068B5.3,False
NUP133,False
RP4-613A2.1,False
ABCB10,False
TAF5L,False
URB2,False
RP11-552D4.1,False
GALNT2,False
RP5-956O18.2,False
RP5-956O18.3,False
PGBD5,False
COG2,False
RP11-99J16__A.2,False
CAPN9,False
C1orf198,False
RP5-858B6.3,False
TTC13,False
ARV1,False
FAM89A,False
C1orf131,False
GNPAT,False
EXOC8,False
SPRTN,False
EGLN1,False
RP11-295G20.2,True
TSNAX-DISC1,False
TSNAX,False
LINC00582,False
DISC1,False
RP5-865N13.1,False
SIPA1L2,False
RP11-66A2.2,False
MAP10,False
NTPCR,False
PCNXL2,False
MLK4,False
KCNK1,False
SLC35F3,False
RP4-799P18.2,False
RP5-827C21.2,False
RP5-827C21.6,False
RP5-827C21.4,False
COA6,False
TARBP1,False
RP5-855F14.1,False
IRF2BP2,False
RP4-781K5.2,False
LINC00184,False
RP4-781K5.6,False
LINC01132,False
RP11-443B7.2,False
RP11-443B7.1,False
RP11-443B7.3,False
RP4-597N16.4,False
TOMM20,False
RBM34,False
ARID4B,False
GGPS1,False
TBCE,False
TBCE-AS1,False
B3GALNT2,False
GNG4,False
LYST,True
LYST-AS1,False
RP5-940F7.2,False
RP4-580N22.2,False
NID1,False
GPR137B,False
ERO1LB,False
EDARADD,False
LGALS8,False
LGALS8-AS1,False
RP11-385F5.5,False
RP11-385F5.4,False
HEATR1,False
ACTN2,False
MTR,False
MT1HL1,False
RYR2,False
RP11-193H5.1,False
MTRNR2L11,False
RP11-177F15.1,False
RP11-544D21.2,False
CHRM3,False
FMN2,False
GREM2,False
RGS7,False
RP11-527D7.1,False
FH,False
KMO,False
OPN3,False
CHML,False
WDR64,False
EXO1,False
MAP1LC3C,False
PLD5,False
RP11-561I11.3,False
RP11-261C10.2,False
RP11-261C10.3,False
CEP170,False
RP11-261C10.5,False
SDCCAG8,False
AKT3,False
RP11-269F20.1,False
RP11-278H7.1,False
ZBTB18,False
AL590483.1,False
RP11-278H7.4,False
C1orf100,False
RP11-518L10.5,False
ADSS,False
C1orf101,False
DESI2,False
COX20,False
HNRNPU-AS1,False
HNRNPU,False
RP11-11N7.4,False
RP11-156E8.1,False
EFCAB2,False
KIF26B,False
RP11-522M21.3,False
SMYD3,False
RP11-83A16.1,False
RP11-690C23.2,False
TFB2M,False
CNST,False
RP11-439E19.9,False
RP11-439E19.7,False
SCCPDH,False
RP11-439E19.10,False
AHCTF1,False
ZNF670,False
ZNF695,False
ZNF669,False
C1orf229,False
ZNF124,False
RP11-488L18.10,True
RP11-488L18.8,False
ZNF496,False
NLRP3,False
GCSAML,False
GCSAML-AS1,False
OR2C3,False
RP11-634B7.4,False
TRIM58,False
OR2W3,False
OR2T8,False
OR2L13,False
OR2L8,False
OR2AK2,False
OR2L5,False
OR2L2,False
OR2L3,False
RP11-407H12.8,False
RP11-438F14.3,False
OR2T10,False
OR2T11,False
XX-CR54.1,False
XX-CR54.3,False
LYPD8,False
SH3BP5L,False
ZNF672,False
ZNF692,False
AL672294.1,False
PGBD2,False
FAM110C,False
AC079779.7,False
SH3YL1,False
ACP1,False
FAM150B,False
AC079779.6,False
AC105393.2,False
AC093326.3,False
TMEM18,False
AC092159.2,False
AC116609.1,False
RP13-539J13.1,False
LINC01115,False
AC116614.1,False
SNTG2,False
AC114808.2,False
TPO,False
AC144450.2,False
PXDN,False
MYT1L,False
AC019118.2,False
AC019118.3,False
AC019118.4,False
TSSC1,False
TRAPPC12,False
TRAPPC12-AS1,False
RP11-1293J14.1,False
ADI1,False
AC142528.1,False
AC108488.4,False
RP13-512J5.1,False
RNASEH1,False
RNASEH1-AS1,False
RPS7,False
COLEC11,False
AC010907.2,False
ALLC,False
AC107070.1,False
AC022311.1,False
AC108025.2,False
SOX11,False
DKFZP761K2322,False
AC105253.1,False
hsa-mir-7515,False
LINC00487,False
AC017076.5,False
CMPK2,False
RSAD2,False
RP11-439M11.1,False
RNF144A,False
AC019048.1,False
RP11-557L19.1,False
AC092580.3,False
AC092580.4,True
LINC00298,False
LINC00299,True
AC011747.3,False
AC011747.4,False
AC011747.7,False
ID2,True
RP11-434B12.1,False
KIDINS220,False
MBOAT2,False
RP11-734K21.5,False
ASAP2,False
ITGB1BP1,False
CPSF3,False
IAH1,False
ADAM17,True
RP11-400L8.2,False
RP11-214N9.1,False
YWHAQ,False
RP11-521D12.2,False
RP11-521D12.5,False
TAF1B,False
RP11-95D17.1,True
GRHL1,False
AC010969.1,False
RP11-254F7.2,False
KLF11,False
RP11-254F7.3,False
CYS1,False
RP11-254F7.4,False
RRM2,True
C2orf48,False
HPCAL1,False
ODC1,False
RP11-320M2.1,False
AC007249.3,False
NOL10,False
RN7SL832P,False
ATP6V1C2,False
RP11-791G15.2,False
PDIA6,False
RP11-245G13.2,False
AC062028.1,False
C2orf50,False
PQLC3,False
ROCK2,False
LINC00570,False
E2F6,False
GREB1,False
LPIN1,False
AC012456.4,False
AC096559.1,False
RP11-333O1.1,False
TRIB2,False
LINC00276,False
FAM84A,False
AC068286.1,False
NBAS,False
AC008278.2,False
DDX1,False
MYCNOS,False
MYCN,False
AC142119.1,False
AC010880.1,False
FAM49A,False
RAD51AP2,False
VSNL1,False
SMC6,False
GEN1,False
KCNS3,False
RP11-111J6.2,False
RDH14,False
NT5C1B,False
AC106053.1,False
AC092594.1,False
AC010096.1,False
LINC00954,False
TTC32,False
RP11-79O8.1,False
WDR35,False
AC079145.4,False
MATN3,False
LAPTM4A,False
RP11-644K8.1,False
SDC1,False
PUM2,False
RHOB,True
HS1BP3,False
RP11-130L8.2,False
GDF7,False
AC012065.7,False
RP11-130L8.1,False
C2orf43,False
TDRD15,False
AC067959.1,False
AC011752.1,False
AC012506.4,False
KLHL29,False
ATAD2B,False
UBXN2A,False
MFSD2B,False
C2orf44,False
FKBP1B,False
SF3B14,False
FAM228B,False
TP53I3,False
PFN4,False
RP11-507M3.1,False
AC008073.7,False
FAM228A,False
AC008073.9,False
ITSN2,False
AC009228.1,False
NCOA1,False
PTRHD1,False
CENPO,False
ADCY3,False
RP11-443B20.1,False
DNAJC27,False
DNAJC27-AS1,False
EFR3B,False
RP11-509E16.1,False
POMC,False
AC012457.2,False
RP11-458N5.1,True
DNMT3A,False
AC012074.2,False
DTNB,False
AC104699.1,False
ASXL2,False
KIF3C,False
AC013449.1,False
RAB10,False
GAREML,False
HADHA,False
HADHB,False
GPR113,False
EPT1,False
DRC1,False
OTOF,False
C2orf70,False
KCNK3,False
SLC35F6,True
CENPA,False
DPYSL5,False
MAPRE3,False
TMEM214,False
AGBL5,False
AGBL5-AS1,False
RP11-503P10.1,False
RP11-195B17.1,False
OST4,False
EMILIN1,False
KHK,False
CGREF1,False
ABHD1,False
PREB,False
SLC5A6,False
ATRAID,False
CAD,False
SLC30A3,False
DNAJC5G,False
TRIM54,False
UCN,True
MPV17,False
GTF3C2,False
AC109828.1,False
AC074117.10,False
EIF2B4,False
SNX17,False
ZNF513,False
PPM1G,False
NRBP1,False
KRTCAP3,False
IFT172,False
FNDC4,False
GCKR,False
C2orf16,False
ZNF512,False
CCDC121,False
GPN1,False
SUPT7L,False
SLC4A1AP,False
AC074091.13,False
MRPL33,False
RBKS,False
BRE,False
AC093690.1,False
AC104695.3,False
FOSL2,True
RP11-373D23.3,False
PLB1,False
AC097724.3,False
PPP1CB,True
SPDYA,False
RP11-713D19.1,False
TRMT61B,False
WDR43,False
FAM179A,True
C2orf71,False
AC105398.3,False
CLIP4,False
ALK,False
AC106870.2,False
AC016907.3,False
YPEL5,False
LBH,False
AC109642.1,False
LCLAT1,False
GALNT14,False
CAPN14,False
EHD3,False
XDH,False
AL133249.1,False
RP11-1057B6.1,False
MEMO1,False
DPY30,False
CTC-336P14.1,False
SPAST,False
RP11-563N4.1,False
SLC30A6,False
NLRC4,False
YIPF4,False
AL133245.2,False
BIRC6,False
BIRC6-AS1,False
TTC27,False
LINC00486,False
LTBP1,False
RASGRP3,True
AC020594.5,False
FAM98A,False
AC009499.1,False
AC009499.2,False
AC073218.2,False
RP11-529E15.1,False
AC012593.1,False
RP11-490M8.1,False
CRIM1,True
RP11-78I14.1,False
AC007401.2,False
FEZ2,False
VIT,False
AC007382.1,True
STRN,False
HEATR5B,False
GPATCH11,False
EIF2AK2,False
CEBPZ-AS1,False
CEBPZ,False
NDUFAF7,False
PRKD3,True
AC007391.2,False
QPCT,False
AC006369.2,True
CDC42EP3,False
AC006369.3,False
LINC00211,False
RMDN2,False
RMDN2-AS1,False
CYP1B1,True
CYP1B1-AS1,False
RP11-314C9.2,False
ATL2,False
AC016995.3,False
HNRNPLL,False
AC011247.3,False
GALM,False
AC074366.3,False
SRSF7,False
GEMIN6,False
DHX57,False
AC018693.6,False
MORN2,False
ARHGEF33,False
AC019171.1,False
SOS1,False
CDKL4,False
MAP4K3,False
AC007246.3,False
TMEM178A,False
THUMPD2,False
SLC8A1-AS1,False
SLC8A1,False
AC104654.2,False
C2orf91,False
PKDCC,False
AC083949.1,False
EML4,False
COX7A2L,False
KCNG3,False
MTA3,False
OXER1,False
HAAO,False
AC016735.1,False
AC016735.2,False
AC016735.3,False
AC093609.1,True
THADA,False
ZFP36L2,False
AC010883.5,False
PLEKHH2,False
DYNC2LI1,False
ABCG5,False
ABCG8,False
LRPPRC,False
RP11-559M23.1,False
PPM1B,False
SLC3A1,False
PREPL,False
CAMKMT,False
RP11-89K21.1,False
SIX3-AS1,False
SIX3,False
AC012354.6,False
SRBD1,False
PRKCE,False
U51244.2,False
AC017006.2,False
EPAS1,False
AC016912.3,False
TMEM247,False
ATP6V1E2,False
RP11-417F21.2,False
RHOQ,False
RP11-417F21.1,False
PIGF,False
CRIPT,False
SOCS5,False
RP11-333I13.1,False
LINC01118,False
LINC01119,False
AC016722.3,False
AC016722.4,False
MCFD2,False
TTC7A,False
AC093732.1,False
C2orf61,False
RP11-761B3.1,False
AC073283.7,False
CALM2,False
AC073283.4,False
BCYRN1,False
EPCAM,False
MSH2,False
AC138655.6,False
KCNK12,False
AC138655.4,False
AC138655.1,False
MSH6,False
FBXO11,False
AC079807.2,False
AC079807.4,False
FOXN2,False
RP11-191L17.1,False
PPP1R21,False
STON1,False
LHCGR,False
NRXN1,False
AC007682.1,False
AC010967.2,False
GPR75-ASB3,False
ASB3,False
CHAC2,False
ERLEC1,False
GPR75,False
PSME4,True
ACYP2,False
RP11-477N3.1,False
TSPYL6,False
C2orf73,False
SPTBN1,False
AC092839.3,False
AC093110.3,False
EML6,False
RTN4,False
CLHC1,False
AC012358.7,False
RPS27A,False
MTIF2,False
CCDC88A,False
AC012358.8,False
CCDC104,False
SMEK2,False
RP11-554J4.1,False
PNPT1,False
EFEMP1,False
RP11-481J13.1,False
AC007743.1,False
CCDC85A,False
VRK2,False
FANCL,False
RP11-334G22.1,False
AC007250.4,False
LINC01122,False
AC007131.1,False
AC007381.3,False
AC007381.2,False
BCL11A,True
PAPOLG,False
AC010733.4,False
REL,True
PUS10,False
PEX13,False
KIAA1841,False
C2orf74,False
RP11-493E12.1,False
AHSA2,False
USP34,False
RP11-355B11.2,False
XPO1,False
FAM161A,False
CCT4,False
AC107081.5,False
COMMD1,False
AC018462.2,False
B3GNT2,False
AC093159.1,False
TMEM17,False
EHBP1,False
AC007098.1,False
